Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,,Animal New York,Bryant Park,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447131364238!6m8!1m7!1s1r-afPjJeDD6zKmblhbl7w!2m2!1d40.75393920496904!2d-73.98348823290961!3f182!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Manhattan and Me</i> by Oriana Atkinson, 1954","In 2003 trained hawks were employed to keep pigeons out of Bryant Park. Shortly after the program began, one of the birds mistook a pet Chihuahua as its lunch. The program has since been terminated. ","And then there is a whole race of pigeon and squirrel feeders, whose generosity stuffs to bursting the gluttons in parks and public places. These scatterers of grain may not all be lonely people, of course, but they give the impression that the pigeons and the squirrels fill a large part of their lives. I never see an elderly lady toting a bag of earnestly collected crumbs and crusts to her part-time pets that I do not reflect on the injustice of the situation. These gentle ladies, feeding the never-satiated birds, make me feel that it would be far better if the situation were reversed. A nice roast pigeon would make a nourishing meal for one of these kind women and I’d be willing to do something about it. A squirrel pie would fatten and redden the pale cheeks of elderly gentlemen who doubtless deprive themselves of small comforts to feed those ungrateful gray rodents, the squirrels. Pigeons and squirrels give these lonely people the illusion of being needed and loved.",,
