Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,163,New York Under the Infuence,23 Lexington Ave,,"Sante ""commerce""",,"When S. inherited his father’s estate, although it was not a major sum, he promptly retired. That is, he quit his job, moved into a room in the George Washington Hotel on 23rd Street, and took his meals at the donut shop on the corner. He read, wrote, strolled, napped. It was the life of Riley. He might have continued in this fashion indefinitely had he not made the acquaintance of cocaine.",,
